Numer okręgu,Siedziba OKW,Numer listy,Nazwa,Typ,Numer na liście,Nazwisko,Imiona,Płeć,Zawód,Miejscowość zamieszkania,Kod TERYT,Gmina miejsca zamieszkania,Przynależność do partii,Poparcie,Liczba głosów,Procent głosów oddanych na listę,Procent głosów oddanych w okręgu,Czy przyznano mandat
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,3,BAŃKA,Damian,Mężczyzna,pracownik biurowy,Strzyżów,181904,gm. Strzyżów,nie należy do partii politycznej,,1529,"3,48","0,20",Nie
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,4,WOLSKA,Violetta Katarzyna,Kobieta,główna księgowa,Krosno,186101,m. Krosno,nie należy do partii politycznej,,697,"1,58","0,09",Nie
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,5,SOWIŃSKI,Wiesław Mieczysław,Mężczyzna,przedsiębiorca,Ustrzyki Dolne,180108,gm. Ustrzyki Dolne,członek partii politycznej: Ruch Narodowy,,710,"1,61","0,10",Nie
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,6,ZAJĄC,Monika Magdalena,Kobieta,redaktor,Lublin,066301,m. Lublin,nie należy do partii politycznej,,816,"1,86","0,11",Nie
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,7,KARDASIŃSKA,Marzena,Kobieta,pedagog,Stalowa Wola,181801,m. Stalowa Wola,nie należy do partii politycznej,,451,"1,03","0,06",Nie
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,8,PROĆ,Tomasz Mirosław,Mężczyzna,kierowca,Rzeszów,186301,m. Rzeszów,nie należy do partii politycznej,,232,"0,53","0,03",Nie
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,9,ZAPAŁOWSKI,Andrzej Tomasz,Mężczyzna,nauczyciel akademicki,Przemyśl,186201,m. Przemyśl,nie należy do partii politycznej,,1914,"4,35","0,26",Nie
9,Rzeszów,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,10,KORWIN-MIKKE,Dominika Maria,Kobieta,teatrolog,Otwock,141702,m. Otwock,nie należy do partii politycznej,,2215,"5,04","0,30",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,1,SKIBA,Anna Agnieszka,Kobieta,przedsiębiorca,Rzeszów,186301,m. Rzeszów,członek partii politycznej: Liberalno-Społeczni,,12934,"56,53","1,73",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,2,JURZYSTA,Marcin,Mężczyzna,nauczyciel,Czudec,181901,gm. Czudec,nie należy do partii politycznej,,2278,"9,96","0,31",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,3,OLEKSAK,Tomasz Robert,Mężczyzna,politolog,Nisko,181205,gm. Nisko,nie należy do partii politycznej,,1186,"5,18","0,16",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,4,KWOLEK,Katarzyna,Kobieta,dziennikarz,Sanok,181701,m. Sanok,nie należy do partii politycznej,,1732,"7,57","0,23",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,5,KRUKAR,Radosław Zbigniew,Mężczyzna,ekonomista,Rymanów,180708,gm. Rymanów,nie należy do partii politycznej,,584,"2,55","0,08",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,6,GRYCH-BOCHYŃSKA,Urszula,Kobieta,nauczycielka,Dębica,180301,m. Dębica,nie należy do partii politycznej,,828,"3,62","0,11",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,7,FIC,Patryk Beniamin,Mężczyzna,student,Jedlicze,180704,gm. Jedlicze,nie należy do partii politycznej,,843,"3,68","0,11",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,8,PROKOPSKA,Joanna Maria,Kobieta,prawnik,Łętownia,181308,gm. Przemyśl,nie należy do partii politycznej,,646,"2,82","0,09",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,9,TERESZKIEWICZ,Grzegorz Piotr,Mężczyzna,przedsiębiorca,Rzeszów,186301,m. Rzeszów,nie należy do partii politycznej,,792,"3,46","0,11",Nie
9,Rzeszów,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,10,SKRZYSIŃSKI,Gniewomir Marek,Mężczyzna,przedsiębiorca,Krasna,180705,gm. Korczyna,nie należy do partii politycznej,,1058,"4,62","0,14",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,1,SIEKIERSKI,Czesław Adam,Mężczyzna,nauczyciel,Warszawa,146513,Ursynów,członek partii politycznej: Polskie Stronnictwo Ludowe,,38052,"23,64","5,10",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,2,SKOWROŃSKA,Krystyna,Kobieta,administratywista,Mielec,181101,m. Mielec,członek partii politycznej: Platforma Obywatelska RP,,36997,"22,98","4,96",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,3,USTROBIŃSKI,Marek Jerzy,Mężczyzna,inżynier budownictwa,Rzeszów,186301,m. Rzeszów,nie należy do partii politycznej,Sojusz Lewicy Demokratycznej,16439,"10,21","2,20",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,4,JÓZEFOWICZ,Maciej Piotr,Mężczyzna,specjalista ds. public relations,Warszawa,146504,Bielany,członek partii politycznej: Partia Zieloni,,1785,"1,11","0,24",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,5,FRYDRYCH,Joanna Zofia,Kobieta,ekonomistka,Targowiska,180707,gm. Miejsce Piastowe,członek partii politycznej: Platforma Obywatelska RP,,8004,"4,97","1,07",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,6,BUTRYN,Renata Celina,Kobieta,nauczycielka,Stalowa Wola,181801,m. Stalowa Wola,członek partii politycznej: Platforma Obywatelska RP,,5093,"3,16","0,68",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,7,RZĄSA,Marek Zdzisław,Mężczyzna,nauczyciel,Przemyśl,186201,m. Przemyśl,członek partii politycznej: Platforma Obywatelska RP,,7427,"4,61","0,99",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,8,SZKOŁA,Józef,Mężczyzna,geodeta,Jarosław,180401,m. Jarosław,członek partii politycznej: Platforma Obywatelska RP,,3391,"2,11","0,45",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,9,ZYCH,Barbara,Kobieta,pielęgniarka,Tarnobrzeg,186401,m. Tarnobrzeg,nie należy do partii politycznej,,3063,"1,90","0,41",Nie
9,Rzeszów,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,10,ŁUKACIJEWSKA,Elżbieta Katarzyna,Kobieta,ekonomistka,Dołżyca,182102,gm. Cisna,członek partii politycznej: Platforma Obywatelska RP,,40737,"25,30","5,46",Tak
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,1,PORĘBA,Tomasz Piotr,Mężczyzna,historyk,Mielec,181101,m. Mielec,członek partii politycznej: Prawo i Sprawiedliwość,,276014,"56,82","36,97",Tak
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,2,RZOŃCA,Bogdan Józef,Mężczyzna,nauczyciel,Jasło,180501,m. Jasło,członek partii politycznej: Prawo i Sprawiedliwość,,64113,"13,20","8,59",Tak
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,3,LENIART,Ewa Maria,Kobieta,prawnik,Dylągówka,181607,gm. Hyżne,członek partii politycznej: Prawo i Sprawiedliwość,,36907,"7,60","4,94",Nie
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,4,PILCH,Piotr,Mężczyzna,nauczyciel,Przemyśl,186201,m. Przemyśl,członek partii politycznej: Prawo i Sprawiedliwość,,13576,"2,79","1,82",Nie
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,5,WRÓBLEWSKA,Krystyna Małgorzata,Kobieta,nauczyciel,Rzeszów,186301,m. Rzeszów,członek partii politycznej: Prawo i Sprawiedliwość,,13891,"2,86","1,86",Nie
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,6,GOŁOJUCH,Kazimierz Edward,Mężczyzna,inżynier mechanizacji rolnictwa,Zalesie,181003,gm. Czarna,członek partii politycznej: Prawo i Sprawiedliwość,,14073,"2,90","1,89",Nie
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,7,PAMUŁA,Teresa,Kobieta,inżynier ogrodnictwa,Lubaczów,180901,m. Lubaczów,członek partii politycznej: Prawo i Sprawiedliwość,,13760,"2,83","1,84",Nie
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,8,KRUCZEK,Stanisław,Mężczyzna,inżynier elektryk,Futoma,181602,gm. Błażowa,członek partii politycznej: Porozumienie Jarosława Gowina,,11878,"2,45","1,59",Nie
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,9,KUROWSKA,Maria Stanisława,Kobieta,nauczyciel,Dąbrówka,180502,gm. Brzyska,członek partii politycznej: Solidarna Polska,,27493,"5,66","3,68",Nie
9,Rzeszów,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,10,SAGATOWSKA,Janina Zofia,Kobieta,prawnik,Stalowa Wola,181801,m. Stalowa Wola,członek partii politycznej: Prawo i Sprawiedliwość,,14074,"2,90","1,89",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,1,WISZ,Elżbieta Anna,Kobieta,psycholog,Rzeszów,186301,m. Rzeszów,członek partii politycznej: Ruch Sprawiedliwości Społecznej,,2135,"40,22","0,29",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,2,PRENETA,Paweł Krzysztof,Mężczyzna,kierownik projektu,Rzeszów,186301,m. Rzeszów,członek partii politycznej: Partia Razem,,639,"12,04","0,09",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,3,ITNER,Agnieszka,Kobieta,przedstawiciel handlowy,Rzeszów,186301,m. Rzeszów,członek partii politycznej: Partia Razem,,339,"6,39","0,05",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,4,JASIŃSKI,Krzysztof,Mężczyzna,rencista,Łańcut,181001,m. Łańcut,członek partii politycznej: Partia Razem,,584,"11,00","0,08",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,5,OŻÓG,Barbara Katarzyna,Kobieta,stolarz meblowy,Nienadówka,181611,gm. Sokołów Małopolski,nie należy do partii politycznej,,430,"8,10","0,06",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,6,PACIOCH,Hubert Piotr,Mężczyzna,pracownik sklepu,Kopytowa,180701,gm. Chorkówka,członek partii politycznej: Partia Razem,,133,"2,51","0,02",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,7,JAKOWICKA,Zuzanna Katarzyna,Kobieta,psycholog,Gdańsk,226101,m. Gdańsk,członek partii politycznej: Partia Razem,,202,"3,81","0,03",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,8,GAWRON,Jakub,Mężczyzna,administrator baz danych,Krasne,181609,gm. Krasne,członek partii politycznej: Partia Razem,,245,"4,62","0,03",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,9,RŻANY,Monika,Kobieta,socjolog,Mielec,181101,m. Mielec,członek partii politycznej: Partia Razem,,287,"5,41","0,04",Nie
9,Rzeszów,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,10,TUROŃ,Arkadiusz,Mężczyzna,rencista,Rzeszów,186301,m. Rzeszów,członek partii politycznej: Razem,,314,"5,92","0,04",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,1,BOBOLA,Alicja Maria,Kobieta,dziennikarz,Rzeszów,186301,m. Rzeszów,nie należy do partii politycznej,,11467,"45,48","1,54",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,2,MASŁOWSKI,Maciej Przemysław,Mężczyzna,informatyk,Rzeszów,186301,m. Rzeszów,nie należy do partii politycznej,,4023,"15,95","0,54",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,3,HELNARSKI,Paweł Andrzej,Mężczyzna,programista,Chorkówka,180701,gm. Chorkówka,nie należy do partii politycznej,,1238,"4,91","0,17",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,4,BARSZCZAK,Bartłomiej Mariusz,Mężczyzna,inżynier mechanik,Przemyśl,186201,m. Przemyśl,nie należy do partii politycznej,,1687,"6,69","0,23",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,5,BIALIC,Dariusz Mieczysław,Mężczyzna,przedstawiciel handlowy,Rzeszów,186301,m. Rzeszów,nie należy do partii politycznej,,588,"2,33","0,08",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,6,NYCZ,Ewelina Magdalena,Kobieta,menedżer,Rzeszów,186301,m. Rzeszów,nie należy do partii politycznej,,2055,"8,15","0,28",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,7,SABAT,Joanna Karolina,Kobieta,sekretarka medyczna,Niebocko,180203,gm. Dydnia,nie należy do partii politycznej,,1118,"4,43","0,15",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,8,WIKTOR,Szczepan Antoni,Mężczyzna,elektromechanik,Żabno,181804,gm. Radomyśl nad Sanem,nie należy do partii politycznej,,662,"2,63","0,09",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,9,KUCAB,Konrad Tomasz,Mężczyzna,inżynier budownictwa,Jarosław,180401,m. Jarosław,nie należy do partii politycznej,,873,"3,46","0,12",Nie
9,Rzeszów,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,10,TARGAŃSKA,Magdalena Ewa,Kobieta,menedżer,Jasło,180501,m. Jasło,nie należy do partii politycznej,,1505,"5,97","0,20",Nie
9,Rzeszów,9,KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA,Koalicyjny komitet wyborczy,1,RYKAŁA,Grzegorz Wojciech,Mężczyzna,administratywista,Niechobrz,181603,gm. Boguchwała,nie należy do partii politycznej,,795,"33,29","0,11",Nie
9,Rzeszów,9,KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA,Koalicyjny komitet wyborczy,2,ŻÓŁTEK,Monika Anna,Kobieta,informatyk,Kraków,126101,m. Kraków,nie należy do partii politycznej,,293,"12,27","0,04",Nie
9,Rzeszów,9,KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA,Koalicyjny komitet wyborczy,3,KOTYLAK,Piotr Jan,Mężczyzna,inżynier budowy maszyn,Rzeszów,186301,m. Rzeszów,nie należy do partii politycznej,,192,"8,04","0,03",Nie
9,Rzeszów,9,KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA,Koalicyjny komitet wyborczy,4,MICHNO,Aneta Joanna,Kobieta,nauczyciel,Rzeszów,186301,m. Rzeszów,nie należy do partii politycznej,,256,"10,72","0,03",Nie
9,Rzeszów,9,KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA,Koalicyjny komitet wyborczy,5,CZARNEK,Marcin Piotr,Mężczyzna,stomatolog,Kraków,126101,m. Kraków,nie należy do partii politycznej,,109,"4,56","0,01",Nie
9,Rzeszów,9,KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA,Koalicyjny komitet wyborczy,6,WIESZCZEK,Magdalena,Kobieta,pielęgniarka,Jawornik,181903,gm. Niebylec,nie należy do partii politycznej,,141,"5,90","0,02",Nie
9,Rzeszów,9,KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA,Koalicyjny komitet wyborczy,7,DŁUGOSZ,Michał Wojciech,Mężczyzna,handlowiec,Kraków,126101,m. Kraków,nie należy do partii politycznej,,139,"5,82","0,02",Nie
9,Rzeszów,9,KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA,Koalicyjny komitet wyborczy,8,SZATAN,Magdalena Maria,Kobieta,biotechnolog medyczny,Olkusz,121205,gm. Olkusz,nie należy do partii politycznej,,463,"19,39","0,06",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,1,BERKOWICZ,Konrad Szczepan,Mężczyzna,informatyk,Kraków,126101,m. Kraków,nie należy do partii politycznej,,50426,"68,50","2,90",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,2,LEWICKI,Dawid Marian,Mężczyzna,politolog,Kielce,266101,m. Kielce,nie należy do partii politycznej,,5173,"7,03","0,30",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,3,WAWER,Michał Jan,Mężczyzna,radca prawny,Warszawa,146519,Żoliborz,członek partii politycznej: Ruch Narodowy,,3798,"5,16","0,22",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,4,SKUPIEŃ,Andrzej,Mężczyzna,audytor systemów informatycznych,Biały Dunajec,121702,gm. Biały Dunajec,nie należy do partii politycznej,,3207,"4,36","0,18",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,5,ŁACH,Barbara Janina,Kobieta,przedsiębiorca,Zabawa,121605,gm. Radłów,nie należy do partii politycznej,,1563,"2,12","0,09",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,6,CIESIELCZYK,Marek,Mężczyzna,politolog,Tarnów,126301,m. Tarnów,nie należy do partii politycznej,,2483,"3,37","0,14",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,7,MARSZAŁEK-WOJCIECHOWSKA,Edyta Barbara,Kobieta,technik ekonomista,Jastrzębia,121804,gm. Lanckorona,nie należy do partii politycznej,,1054,"1,43","0,06",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,8,LECHOWICZ,Maria Barbara,Kobieta,przedsiębiorca,Tarnów,126301,m. Tarnów,nie należy do partii politycznej,,989,"1,34","0,06",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,9,MICHAŁOWSKI,Ernest Cezary,Mężczyzna,specjalista prawa Unii Europejskiej,Stara Dębowa Wola,260703,gm. Bodzechów,nie należy do partii politycznej,,1613,"2,19","0,09",Nie
10,Kraków,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,10,KULIŃSKA,Lucyna Michalina,Kobieta,nauczyciel akademicki,Kraków,126101,m. Kraków,nie należy do partii politycznej,,3307,"4,49","0,19",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,1,GDULA,Maciej Roman,Mężczyzna,nauczyciel akademicki,Warszawa,146510,Śródmieście,nie należy do partii politycznej,,38534,"49,05","2,21",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,2,MARENIN,Małgorzata Diana,Kobieta,nauczyciel,Kielce,266101,m. Kielce,członek partii politycznej: Wiosna Roberta Biedronia,,10907,"13,88","0,63",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,3,TERLECKI,Tomasz Jerzy,Mężczyzna,ekolog,Kraków,126101,m. Kraków,nie należy do partii politycznej,,6850,"8,72","0,39",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,4,NOWORYTA,Anna Maria,Kobieta,pracownik samorządowy,Czyżówka,120305,gm. Trzebinia,członek partii politycznej: Wiosna Roberta Biedronia,,4825,"6,14","0,28",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,5,JABŁOŃSKI,Jacek Andrzej,Mężczyzna,przedsiębiorca,Tarnów,126301,m. Tarnów,członek partii politycznej: Wiosna Roberta Biedronia,,3406,"4,34","0,20",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,6,DŁUGOSZ,Bogusława,Kobieta,sprzedawca,Bartków,260419,gm. Zagnańsk,nie należy do partii politycznej,,1690,"2,15","0,10",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,7,BOCHEŃSKI,Jakub Józef,Mężczyzna,ekonomista,Podrzecze,121014,gm. Podegrodzie,członek partii politycznej: Wiosna Roberta Biedronia,,2735,"3,48","0,16",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,8,WILCZYŃSKA,Maria Bernadeta,Kobieta,przedsiębiorca,Raciborsko,121905,gm. Wieliczka,nie należy do partii politycznej,,2634,"3,35","0,15",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,9,LEŚNIAK,Tomasz Marek,Mężczyzna,politolog,Kraków,126101,m. Kraków,nie należy do partii politycznej,,3111,"3,96","0,18",Nie
10,Kraków,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,10,TWARDOSZ,Lilija,Kobieta,notariusz,Staniątki,121904,gm. Niepołomice,członek partii politycznej: Wiosna Roberta Biedronia,,3876,"4,93","0,22",Nie
10,Kraków,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,1,GRÄFIN VON THUN UND HOHENSTEIN,Róża Maria,Kobieta,filolog angielski,Kraków,126101,m. Kraków,członek partii politycznej: Platforma Obywatelska RP,,221279,"43,78","12,71",Tak
10,Kraków,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,2,JARUBAS,Adam Sebastian,Mężczyzna,wykładowca akademicki,Błotnowola,260103,gm. Nowy Korczyn,członek partii politycznej: Polskie Stronnictwo Ludowe,,138854,"27,47","7,97",Tak
10,Kraków,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,3,SZEJNA,Andrzej Jan,Mężczyzna,prawnik,Końskie-Izabelów,260503,gm. Końskie,członek partii politycznej: Sojusz Lewicy Demokratycznej,,19832,"3,92","1,14",Nie
10,Kraków,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,4,SUFIN-JACQUEMART,Ewa Anna,Kobieta,socjolog,Warszawa,146510,Śródmieście,członek partii politycznej: Partia Zieloni,,4147,"0,82","0,24",Nie
