Numer okręgu,Siedziba OKW,Numer listy,Nazwa,Typ,Numer na liście,Nazwisko,Imiona,Płeć,Zawód,Miejscowość zamieszkania,Kod TERYT,Gmina miejsca zamieszkania,Przynależność do partii,Poparcie,Liczba głosów,Procent głosów oddanych na listę,Procent głosów oddanych w okręgu,Czy przyznano mandat
4,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,7,PELC,Filip Tadeusz,Mężczyzna,dziennikarz,Warszawa,146503,Białołęka,nie należy do partii politycznej,,849,"0,60","0,06",Nie
4,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,8,KUBIAK,Jacek Zbigniew,Mężczyzna,naukowiec - biolog,Pruszków,142102,m. Pruszków,nie należy do partii politycznej,,738,"0,52","0,05",Nie
4,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,9,BRAITER,Katarzyna Anna,Kobieta,przedsiębiorca,Raszyn,142106,gm. Raszyn,nie należy do partii politycznej,,1010,"0,71","0,07",Nie
4,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,10,GAWKOWSKI,Krzysztof Kamil,Mężczyzna,nauczyciel akademicki,Wołomin,143412,gm. Wołomin,członek partii politycznej: Wiosna Roberta Biedronia,,1845,"1,30","0,13",Nie
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,1,CIMOSZEWICZ,Włodzimierz,Mężczyzna,polityk,Warszawa,146510,Śródmieście,nie należy do partii politycznej,Sojusz Lewicy Demokratycznej,219677,"35,11","15,86",Tak
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,2,HALICKI,Andrzej Witold,Mężczyzna,ekonomista,Warszawa,141803,gm. Lesznowola,członek partii politycznej: Platforma Obywatelska RP,,87422,"13,97","6,31",Tak
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,3,GASIUK-PIHOWICZ,Kamila,Kobieta,adwokat,Pruszków,142102,m. Pruszków,nie należy do partii politycznej,,85736,"13,70","6,19",Nie
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,4,HÜBNER,Danuta Maria,Kobieta,nauczyciel akademicki,Warszawa,146517,Włochy,nie należy do partii politycznej,,146746,"23,45","10,59",Tak
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,5,BONI,Michał Jan,Mężczyzna,socjolog kultury,Warszawa,146506,Ochota,członek partii politycznej: Platforma Obywatelska RP,,26519,"4,24","1,91",Nie
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,6,ZIELIŃSKA,Urszula Sara,Kobieta,kierowniczka do spraw marketingu,Warszawa,146510,Śródmieście,członek partii politycznej: Partia Zieloni,,7783,"1,24","0,56",Nie
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,7,PUDŁOWSKI,Paweł Patryk,Mężczyzna,ekonomista,Warszawa,146505,Mokotów,członek partii politycznej: Nowoczesna,,6659,"1,06","0,48",Nie
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,8,KALATA,Edyta Teresa,Kobieta,pedagog,Ząbki,143403,m. Ząbki,nie należy do partii politycznej,,3994,"0,64","0,29",Nie
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,9,BRZEZIŃSKA,Anna Katarzyna,Kobieta,pedagog,Legionowo,140801,m. Legionowo,nie należy do partii politycznej,,6108,"0,98","0,44",Nie
4,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,10,BARTOSZEWSKI,Władysław Teofil,Mężczyzna,nauczyciel akademicki,Chajęty,143405,gm. Dąbrówka,nie należy do partii politycznej,Polskie Stronnictwo Ludowe,35075,"5,61","2,53",Nie
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,1,SARYUSZ-WOLSKI,Jacek Emil,Mężczyzna,nauczyciel akademicki,Warszawa,146505,Mokotów,nie należy do partii politycznej,,186851,"41,73","13,49",Tak
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,2,CZARNECKI,Ryszard Henryk,Mężczyzna,historyk,Warszawa,146510,Śródmieście,członek partii politycznej: Prawo i Sprawiedliwość,,134629,"30,07","9,72",Tak
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,3,RADZIWIŁŁ,Konstanty,Mężczyzna,lekarz,Warszawa,146513,Ursynów,członek partii politycznej: Prawo i Sprawiedliwość,,34063,"7,61","2,46",Nie
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,4,CZERWIŃSKA,Anita,Kobieta,prawnik,Wyględy,143204,gm. Leszno,członek partii politycznej: Prawo i Sprawiedliwość,,23640,"5,28","1,71",Nie
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,5,GRYGLAS,Zbigniew,Mężczyzna,parlamentarzysta,Umiastów,146502,Bemowo,członek partii politycznej: Porozumienie Jarosława Gowina,,8047,"1,80","0,58",Nie
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,6,TOMASZEWSKA,Ewa,Kobieta,fizyk,Warszawa,146505,Mokotów,członek partii politycznej: Prawo i Sprawiedliwość,,10153,"2,27","0,73",Nie
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,7,SMIRNOW,Andrzej,Mężczyzna,nauczyciel akademicki,Łazy,141803,gm. Lesznowola,członek partii politycznej: Prawo i Sprawiedliwość,,2951,"0,66","0,21",Nie
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,8,KALETA,Sebastian Jerzy,Mężczyzna,radca prawny,Warszawa,146510,Śródmieście,członek partii politycznej: Prawo i Sprawiedliwość,,24899,"5,56","1,80",Nie
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,9,CHOROSIŃSKA,Dominika Małgorzata,Kobieta,aktorka,Konstancin-Jeziorna,141802,gm. Konstancin-Jeziorna,nie należy do partii politycznej,,12715,"2,84","0,92",Nie
4,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,10,WYPYCH,Małgorzata Maria,Kobieta,prawnik,Warszawa,146507,Praga-Południe,nie należy do partii politycznej,,9822,"2,19","0,71",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,1,ZANDBERG,Adrian Tadeusz,Mężczyzna,Programista,Warszawa,146505,Mokotów,członek partii politycznej: Partia Razem,,17108,"69,05","1,23",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,2,NOSAL-IKONOWICZ,Agata Alina,Kobieta,Edukator,Warszawa,146507,Praga-Południe,członek partii politycznej: Ruch Sprawiedliwości Społecznej,,2169,"8,75","0,16",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,3,KUCZYŃSKA,Urszula Teresa,Kobieta,Tłumacz,Warszawa,146507,Praga-Południe,członek partii politycznej: Partia Razem,,1677,"6,77","0,12",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,4,WRÓBLEWSKI,Giedymin,Mężczyzna,choreograf,Warszawa,146504,Bielany,członek partii politycznej: Unia Pracy,,382,"1,54","0,03",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,5,TOFIL-SŁAWUSZEWSKA,Anna Maria,Kobieta,Logopeda,Warszawa,146510,Śródmieście,członek partii politycznej: Ruch Sprawiedliwości Społecznej,,216,"0,87","0,02",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,6,BIEJAT,Magdalena Agnieszka,Kobieta,Socjolog,Warszawa,146508,Praga-Północ,członek partii politycznej: Partia Razem,,616,"2,49","0,04",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,7,MIERZWA,Michał Mikołaj,Mężczyzna,Zawodowy Działacz Organizacji Politycznej,Kobyłka,143401,m. Kobyłka,członek partii politycznej: Partia Razem,,185,"0,75","0,01",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,8,WICHA,Joanna Beata,Kobieta,Pielęgniarka,Warszawa,146510,Śródmieście,członek partii politycznej: Partia Razem,,482,"1,95","0,03",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,9,WALCZYŃSKI,Hubert Michał,Mężczyzna,Ekonomista,Warszawa,146505,Mokotów,członek partii politycznej: Partia Razem,,360,"1,45","0,03",Nie
4,Warszawa,5,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",Koalicyjny komitet wyborczy,10,GRODZKA,Anna,Kobieta,psycholog,Piaseczno,141804,gm. Piaseczno,nie należy do partii politycznej,,1583,"6,39","0,11",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,1,TYSZKA,Stanisław,Mężczyzna,wykładowca akademicki,Warszawa,146506,Ochota,nie należy do partii politycznej,,30790,"61,80","2,22",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,2,RZYMKOWSKI,Tomasz Piotr,Mężczyzna,prawnik,Kutno,100201,m. Kutno,nie należy do partii politycznej,,5196,"10,43","0,38",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,3,TANAJNO,Paweł Jan,Mężczyzna,przedsiębiorca,Warszawa,146518,Wola,członek partii politycznej: Demokracja Bezpośrednia,,2540,"5,10","0,18",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,4,WITKOWSKA,Agata Joanna,Kobieta,zawodowy działacz organizacji pozarządowej,Warszawa,146504,Bielany,nie należy do partii politycznej,,3110,"6,24","0,22",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,5,GŁOWACKA,Ewa Katarzyna,Kobieta,przedsiębiorca,Warszawa,146516,Wilanów,nie należy do partii politycznej,,1862,"3,74","0,13",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,6,OLSZEWSKA,Mariola Aneta,Kobieta,nauczyciel,Warszawa,146503,Białołęka,nie należy do partii politycznej,,1498,"3,01","0,11",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,7,MODZELEWSKI,Jarosław,Mężczyzna,przedsiębiorca,Warszawa,146511,Targówek,nie należy do partii politycznej,,990,"1,99","0,07",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,8,WOJAKOWSKA,Magdalena Maria,Kobieta,specjalista ds. energii odnawialnej,Wołomin,143412,gm. Wołomin,nie należy do partii politycznej,,1167,"2,34","0,08",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,9,BORKOWSKI,Łukasz Jan,Mężczyzna,dyrektor szkoły,Kajetany,142105,gm. Nadarzyn,nie należy do partii politycznej,,1298,"2,61","0,09",Nie
4,Warszawa,6,KOMITET WYBORCZY WYBORCÓW KUKIZ'15,Komitet wyborczy wyborców,10,JOŃCZYK,Łukasz,Mężczyzna,adwokat,Józefów,141701,m. Józefów,nie należy do partii politycznej,,1373,"2,76","0,10",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,1,GWIAZDOWSKI,Robert Andrzej,Mężczyzna,adwokat,Warszawa,146510,Śródmieście,nie należy do partii politycznej,,15490,"67,38","1,12",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,2,CZERWIŃSKA,Ewa Barbara,Kobieta,przedsiębiorca,Warszawa,146510,Śródmieście,nie należy do partii politycznej,,2158,"9,39","0,16",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,3,STECZOWICZ,Bartłomiej Aleksander,Mężczyzna,menadżer,Lisówek,140605,gm. Grójec,nie należy do partii politycznej,,322,"1,40","0,02",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,4,ADAMKIEWICZ,Marcin Piotr,Mężczyzna,menadżer,Warszawa,146503,Białołęka,nie należy do partii politycznej,,662,"2,88","0,05",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,5,MELAK,Zofia Emilia,Kobieta,bibliotekarz,Warszawa,146509,Rembertów,nie należy do partii politycznej,,1053,"4,58","0,08",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,6,STAŃCZUK,Dunia,Kobieta,lektor języków obcych,Warszawa,146511,Targówek,nie należy do partii politycznej,,807,"3,51","0,06",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,7,MATYJASIAK,Wojciech Robert,Mężczyzna,ekonomista,Warszawa,146513,Ursynów,nie należy do partii politycznej,,388,"1,69","0,03",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,8,BEKIER,Bartłomiej Maksymilian,Mężczyzna,student,Pruszków,142102,m. Pruszków,nie należy do partii politycznej,,338,"1,47","0,02",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,9,SOWIŃSKA-KOBELAK,Dorota,Kobieta,biegły rewident,Legionowo,140801,m. Legionowo,nie należy do partii politycznej,,710,"3,09","0,05",Nie
4,Warszawa,7,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI,Komitet wyborczy wyborców,10,ŻMIJEWSKI,Bogdan,Mężczyzna,przedsiębiorca,Warszawa,146505,Mokotów,nie należy do partii politycznej,,1060,"4,61","0,08",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,1,GODEK,Kaja Urszula,Kobieta,filolog angielski,Warszawa,146504,Bielany,nie należy do partii politycznej,,16823,"48,17","1,98",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,2,BŁASZCZYK,Stefan,Mężczyzna,specjalista ds. organizacji i zarządzania,Przytyk,142509,gm. Przytyk,nie należy do partii politycznej,,3000,"8,59","0,35",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,3,SZEWCZYK,Marek Wacław,Mężczyzna,prawnik,Lipsko,140903,gm. Lipsko,członek partii politycznej: Ruch Narodowy,,2315,"6,63","0,27",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,4,ZALEŚNA,Katarzyna Anna,Kobieta,prawnik,Warszawa,146504,Bielany,nie należy do partii politycznej,,935,"2,68","0,11",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,5,KORWIN-MIKKE,Jacek Baltazar,Mężczyzna,przedsiębiorca,Otwock,141702,m. Otwock,nie należy do partii politycznej,,7770,"22,25","0,91",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,6,STRUS,Sylwia,Kobieta,higienistka stomatologiczna,Siedlce,146401,m. Siedlce,nie należy do partii politycznej,,1359,"3,89","0,16",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,7,NITECKA,Ewa Alicja,Kobieta,nauczycielka,Warszawa,146511,Targówek,nie należy do partii politycznej,,704,"2,02","0,08",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,8,WITASZEK,Sławomir,Mężczyzna,przedsiębiorca,Czosnów,141402,gm. Czosnów,nie należy do partii politycznej,,468,"1,34","0,06",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,9,DRZEWIŃSKI,Piotr Michał,Mężczyzna,przedsiębiorca,Warszawa,146504,Bielany,nie należy do partii politycznej,,758,"2,17","0,09",Nie
5,Warszawa,1,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,Komitet wyborczy wyborców,10,MOJZESOWICZ,Wojciech,Mężczyzna,rolnik,Gogolinek,040304,gm. Koronowo,nie należy do partii politycznej,,791,"2,26","0,09",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,1,PIECHNA-WIĘCKIEWICZ,Paulina Krystyna,Kobieta,prawnik,Warszawa,146505,Mokotów,członek partii politycznej: Wiosna Roberta Biedronia,,17033,"51,15","2,00",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,2,FAJDEK,Patryk,Mężczyzna,student,Radom,146301,m. Radom,członek partii politycznej: Wiosna Roberta Biedronia,,4747,"14,25","0,56",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,3,ŻMIJEWSKA,Aleksandra Małgorzata,Kobieta,ortoptystka,Ciechanów,140201,m. Ciechanów,nie należy do partii politycznej,,2290,"6,88","0,27",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,4,GRYCHTAL,Sławomir Włodzimierz,Mężczyzna,inżynier mechaniki,Radom,146301,m. Radom,nie należy do partii politycznej,,551,"1,65","0,06",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,5,ŻABICKA,Monika Maria,Kobieta,księgowa,Zatory,142407,gm. Zatory,nie należy do partii politycznej,,1305,"3,92","0,15",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,6,KARNIEWICZ,Mateusz,Mężczyzna,student,Sochaczew,146517,Włochy,nie należy do partii politycznej,,939,"2,82","0,11",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,7,PIASECKA,Anna,Kobieta,przedstawiciel medyczny,Nowe Iganie,146401,m. Siedlce,nie należy do partii politycznej,,2208,"6,63","0,26",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,8,MAĆKOWIAK,Patryk,Mężczyzna,lekarz weterynarii,Sytki,201002,gm. Drohiczyn,nie należy do partii politycznej,,768,"2,31","0,09",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,9,ZIEMNICKA,Małgorzata Maria,Kobieta,urzędnik sądowy,Radom,146301,m. Radom,nie należy do partii politycznej,,865,"2,60","0,10",Nie
5,Warszawa,2,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA,Komitet wyborczy partii politycznej,10,MARZEC,Marcin,Mężczyzna,przedsiębiorca,Płock,146201,m. Płock,członek partii politycznej: Wiosna Roberta Biedronia,,2596,"7,80","0,31",Nie
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,1,KALINOWSKI,Jarosław,Mężczyzna,rolnik,Jackowo Górne,143504,gm. Somianka,członek partii politycznej: Polskie Stronnictwo Ludowe,,104216,"45,89","12,25",Tak
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,2,ROSATI,Dariusz Kajetan,Mężczyzna,wykładowca akademicki,Warszawa,146513,Ursynów,nie należy do partii politycznej,,71058,"31,29","8,35",Nie
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,3,SITARSKI,Ireneusz Robert,Mężczyzna,ekonomista,Warszawa,146513,Ursynów,nie należy do partii politycznej,Sojusz Lewicy Demokratycznej,4926,"2,17","0,58",Nie
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,4,KALINOWSKA,Katarzyna,Kobieta,nauczyciel akademicki,Radom,146301,m. Radom,członek partii politycznej: Nowoczesna,,7529,"3,32","0,88",Nie
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,5,WOJTUNIK,Paweł,Mężczyzna,policjant,Warszawa,146513,Ursynów,nie należy do partii politycznej,,17424,"7,67","2,05",Nie
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,6,KUBALEWSKI,Wojciech Marian,Mężczyzna,doradca klienta,Warszawa,146502,Bemowo,członek partii politycznej: Partia Zieloni,,926,"0,41","0,11",Nie
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,7,UCHWAŁ,Aneta,Kobieta,pracownik administracji samorządowej,Płock,146201,m. Płock,członek partii politycznej: Platforma Obywatelska RP,,2034,"0,90","0,24",Nie
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,8,LANC,Elżbieta,Kobieta,urzędnik samorządowy,Sadowne,143307,gm. Sadowne,członek partii politycznej: Platforma Obywatelska RP,,3974,"1,75","0,47",Nie
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,9,KRASKA-ROMANOWSKA,Beata,Kobieta,ekonomista,Długi Kąt,141506,gm. Lelis,nie należy do partii politycznej,,1311,"0,58","0,15",Nie
5,Warszawa,3,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,Koalicyjny komitet wyborczy,10,HIBNER,Jolanta Emilia,Kobieta,inżynier inżynierii środowiska,Warszawa,146519,Żoliborz,członek partii politycznej: Platforma Obywatelska RP,,13708,"6,04","1,61",Nie
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,1,BIELAN,Adam Jerzy,Mężczyzna,politolog,Warszawa,146505,Mokotów,członek partii politycznej: Porozumienie Jarosława Gowina,,207845,"40,58","24,43",Tak
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,2,KOC,Maria Zofia,Kobieta,etnograf,Węgrów,143301,m. Węgrów,członek partii politycznej: Prawo i Sprawiedliwość,,69814,"13,63","8,21",Nie
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,3,KUŹMIUK,Zbigniew Krzysztof,Mężczyzna,nauczyciel akademicki,Radom,146301,m. Radom,członek partii politycznej: Prawo i Sprawiedliwość,,134405,"26,24","15,80",Tak
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,4,MAŁECKI,Maciej,Mężczyzna,poseł na Sejm RP,Sochaczew,142801,m. Sochaczew,członek partii politycznej: Prawo i Sprawiedliwość,,29161,"5,69","3,43",Nie
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,5,KWIECIEŃ,Anna,Kobieta,ekonomista,Radom,146301,m. Radom,nie należy do partii politycznej,,20715,"4,04","2,43",Nie
5,Warszawa,4,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,Komitet wyborczy partii politycznej,6,CZARTORYSKI,Arkadiusz,Mężczyzna,nauczyciel,Ostrołęka,146101,m. Ostrołęka,członek partii politycznej: Prawo i Sprawiedliwość,,20010,"3,91","2,35",Nie
